Sex,PhDSchool,FirstPosition,FirstType,CurrentPosition,CurrentPositionType,Dissertation,PrimaryAreaOfStudy,YearGraduated,SoughtAcademicEmployment?,Other Job ,Other Academic Location,Other Academic Field
Male,"University of California, Berkeley",Purdue University,Tenure Track/Permanent,Purdue University,Tenure Track/Permanent,A Structuralist Approach to Applying Mathematics,Philosophy of Mathematics,2002,,,,
Female,Columbia University,Purdue University,Tenure Track/Permanent,Purdue University,Tenure Track/Permanent,Considerations on Knowledge and Experience,Epistemology,2013,,,,
Male,University of Chicago,Purdue University,Tenure Track/Permanent,Purdue University,Tenured,Gilles Deleuze and the philosophy of difference: Toward a transcendental empiricism (Davidson),History of Philosophy,1997,,,,
Female,Purdue University,Purdue University,Lecturer,Purdue University,Lecturer,Lekta and Inner Form as Loci of Sense in Metaphysics of Language,Philosophy of Language,2012,,,,
Unknown,University of Washington,Purdue University,Tenure Track/Permanent,Purdue University,Tenure Track/Permanent,The Art of Remaking Dances: A Philosophical Analysis of Dancework Reconstruction,Aesthetics,2009,,,,
Male,"Rutgers University, New Brunswick",Purdue University,Lecturer,Purdue University,Lecturer,Unknown,Ethics,2011,Yes,,,
Unknown,"Rutgers University, New Brunswick",Purdue University,Tenure Track/Permanent,Purdue University,Tenure Track/Permanent,Unknown,Unknown,2007,Yes,,,
Male,University of Virginia,Purdue University,Tenure Track/Permanent,"Purdue, Calumet",Tenured,Unknown,Unknown,1998,,,,
Unknown,"University of Texas, Austin",Pyung-Tak University,Tenure Track/Permanent,Pyung-Tak University,Tenure Track/Permanent,Unknown,Unknown,2004,,,,
Male,"University of Missouri, Columbia","University of Texas, Pan American",Lecturer,Qatar University,Tenure Track/Permanent,Dissertation Title: Prolegomena to an Occasionalist Metaphysics,Metaphysics,2003,,,,
Female,University of Toronto,"Queens College, City University of New York",Tenure Track/Permanent,"Queens College, City University of New York",Tenure Track/Permanent,Legal Rules and Legal Reasoning,Social and Political Philosophy,2009,Yes,,,
Female,University of Toronto,Queens University,Tenured,Queens University,Tenured,"Beyond Ethics:  Animals, Law and Politics",Ethics,2005,Yes,,,
Male,University of Toronto,Queens University,Tenured,Queens University,Tenured,Spinoza and the Stoics,History of Philosophy,2002,Yes,,,
Unknown,University of British Columbia,"Queen's University, Belfast",Lecturer,"Queen's University, Belfast",Lecturer,Unknown,Unknown,2013,,,,
Male,Brown University,Unknown,Unknown,"Queen's University, Belfast",Tenure Track/Permanent,Teleology and Intentionality: A Challenge to the Deflationary View,Mind,2009,yes,,,
Male,University of Toronto,"Queen's University, CA",Tenure Track/Permanent,"Queen's University, CA",Tenure Track/Permanent,Unknown,Unknown,2001,Yes,,,
Female,University of Connecticut,Ramapo College,Tenure Track/Permanent,Ramapo College,Tenure Track/Permanent,Different Bodies,Metaphysics,2003,,,,
Male,University of Notre Dame,Randolph-Macon College,Tenure Track/Permanent,Randolph-Macon College,Tenured,Friendship and the Shared Life of Virtue,Ethics,2006,,,,
Unknown,Rice University,Randolph-Macon College,Tenure Track/Permanent,Randolph-Macon College,Tenure Track/Permanent,Unknown,Unknown,1997,,,,
Female,"Rutgers University, New Brunswick",Rutgers University,Lecturer,Raritan Community College,Lecturer,Unknown,Ethics,1995,Yes,,,
Male,Florida State University,Red Deer College,Lecturer,Red Deer College,Lecturer,"Dissertation Title: ""Source Incompatibilism, Manipulation, and Basic Desert""",Ethics,2013,,,,
Male,University of Alberta,Red Deer College,Tenure Track/Permanent,Red Deer College,Tenure Track/Permanent,Unknown,Unknown,2001,,,,
Male,"University of California, Los Angeles",Kenyon College,Lecturer,Red Rocks Community College,Lecturer,Human Identity: A Defense of Animalism,Metaphysics,2009,,,,
Male,"University of California, Berkeley",Reed College,Lecturer,Reed College,Lecturer,Normativity and the Prospects of Naturalism,Ethics,2002,,,,
Male,"University of California, Berkeley",Reed College,Tenure Track/Permanent,Reed College,Tenure Track/Permanent,Reasons for Action & the Roles of Desire,Ethics,1998,,,,
Unknown,Stanford University,Stanford University,Post Doc/Researcher,Reed College,Lecturer,"Social Invisibility as Social Breakdown: Insights from a Phenomenology of Self, World, and Other",Social and Political Philosophy,2007,,,,
Male,"University of California, Los Angeles",Yale University,Lecturer,Reed College,Tenured,The Nature and Logic of Vagueness,Philosophy of Language,2001,,,,
Male,"Rutgers University, New Brunswick",Yale University,Tenure Track/Permanent,Reed College,Tenure Track/Permanent,Unknown,Metaphysics,2002,Yes,,,
Male,University of Arizona,Reformed Theological Seminary,Tenure Track/Permanent,Reformed Theological Seminary,Tenured,Four Puzzles On Aristotelian Pleasures And Pains,Ethics,2012,,,,
Female,"University of Massachusetts, Amherst",Unknown,Unknown,Regis College,Tenured,Unknown,Unknown,1996,,,,
Female,"University of Colorado, Boulder",Washington State University,Tenure Track/Permanent,Regis University,Tenure Track/Permanent,"""Individual Agency Within Political Contexts: Responsibility for Global Poverty"" under Alison Jaggar",Social and Political Philosophy,2005,,,,
Male,University of Toronto,"Rheinische Friedrich-Wilhelms-UniversitŠt Bonn, Institut fŸr Philosophie",Post Doc/Researcher,"Rheinische Friedrich-Wilhelms-UniversitŠt Bonn, Institut fŸr Philosophie",Post Doc/Researcher,The Bounds of Life:  The Role of Death in Schelling's Internal Critique of German Idealism,Continental Philosophy,2013,Yes,,,
Male,Brown University,Unknown,Unknown,Rhode Island College,Lecturer,Reducing Realism,Metaphysics,2008,yes,,,
Male,"University of California, Berkeley",Rhodes College,Tenure Track/Permanent,Rhodes College,Tenure Track/Permanent,Causal Relevance and Mental Properties,Metaphysics,2002,,,,
Male,"University of California, San Diego","University of Minnesota, Duluth",Tenure Track/Permanent,Rhodes College,Lecturer,Beyond Structural Realism,Metaphysics,2005,,,,
Unknown,Yale University,National Institute of Health,Post Doc/Researcher,Rice University,Tenure Track/Permanent,Achievements,Ethics,2010,,,,
Unknown,Princeton University,Rice University,Tenure Track/Permanent,Rice University,Tenure Track/Permanent,putting justice in its place: three essays on law and justice,Ethics,2003,,,,
Female,"University of North Carolina, Chapel Hill",Rice University,Tenure Track/Permanent,Rice University,Tenure Track/Permanent,Seeing and Thinking: The Flexibility of Visual Content,Metaphysics,2007,,,,
Unknown,"University of Texas, Austin",Rice University,Lecturer,Rice University,Lecturer,Unknown,Unknown,1997,,,,
Unknown,Princeton University,"University of California, Santa Cruz",Lecturer,Rice University,Tenured,sounds,Philosophy of Science,2002,,,,
Unknown,"University of Texas, Austin",Rider University,Tenure Track/Permanent,Rider University,Tenure Track/Permanent,Unknown,Unknown,2004,,,,
Male,"University of Wisconsin, Madison",Ripon College,Tenure Track/Permanent,Ripon College,Tenure Track/Permanent,“Essays on Evolution and Explanation”,Philosophy of Science,2012,,,,
Unknown,"University of Minnesota, Minneapolis-St. Paul",Ripon College,Tenure Track/Permanent,Ripon College,Tenure Track/Permanent,Unknown,Unknown,2006,,,,
Male,Brown University,Unknown,Unknown,Riverdale Country School,Not In Academic Philosophy,'Not the Boss of Me': Reviving the Relationship Between Political and Parental Authority,Political,2012,no,high school teacher,,
Unknown,"University of Minnesota, Minneapolis-St. Paul",Rochester Community and Technical College,Lecturer,Rochester Community and Technical College,Lecturer,Unknown,Unknown,2011,,,,
Female,Northwestern University,Rochester Institute of Technology,Lecturer,Rochester Institute of Technology,Tenure Track/Permanent,Scientific Objectivity and Scientific Objectives,Philosophy of Science,2002,Yes,,,
Male,Northwestern University,Unknown,Unknown,Rochester Institute of Technology,Tenure Track/Permanent,Context and Inquiry: Justification in Naturalized Epistemology,Epistemology,1998,Yes,,,
Male,Purdue University,Rollins College,Lecturer,Rollins College,Tenure Track/Permanent,Critical Feminist Aesthetics: Explorations in Contemporary Aesthetics and Politics,Social and Political Philosophy,2002,,,,
Male,"University of Michigan, Ann Arbor","University of Michigan, Ann Arbor",Lecturer,Roosevelt College,Lecturer,Godwin Revisited: Anarchism for the Real World,Social and Political Philosophy,1996,,,,
Male,"Washington University, St. Louis",University of Western Ontario,Post Doc/Researcher,Rotman Institute of Philosophy,Post Doc/Researcher,The Asymmetry Thesis: Pleasure and Pain's Radically Different Contributions to Well-Being,Ethics,2012,,,,
Unknown,"University of Illinois, Chicago",Rowan University,Tenure Track/Permanent,Rowan University,Tenured,"New Directions in Scientific Observation: Theories Concepts, Objectivity, and the Analogy of Discovery",Philosophy of Science,2004,,,,
Male,University of Arizona,Russell Sage College,Tenure Track/Permanent,Russell Sage College,Tenure Track/Permanent,"Becoming Persons: The Ethical Problems of Potentiality, Identity and Kinds",Ethics,1990,,,,
Female,Northwestern University,"Rutgers University, Camden",Tenure Track/Permanent,"Rutgers University, Camden",Tenure Track/Permanent,Religion in the Public Sphere: Reflections on Rawls and Habermas,Social and Political Philosophy,2007,Yes,,,
Male,"University of California, Berkeley",Stanford University,Tenure Track/Permanent,"Rutgers University, Camden",Tenure Track/Permanent,Appearance as Reality: Direct Realism and Perceptual Error,Metaphysics,2009,,,,
Female,University of Pittsburgh,Australian National University,Post Doc/Researcher,"Rutgers University, New Brunswick",Tenure Track/Permanent,"""Perception in Perspective"" (McDowell)",Metaphysics,2010,,,,
Unknown,Massachusetts Institute of Technology,Cornell University,Lecturer,"Rutgers University, New Brunswick",Tenured,Unknown,Philosophy of Language,1995,,,,
Male,University of Pennsylvania,Not in Academic Philosophy,Not in Academic Philosophy,"Rutgers University, New Brunswick",Tenured,Unknown,Unknown,2003,,,,
Male,Columbia University,"Rutgers University, New Brunswick",Post Doc/Researcher,"Rutgers University, New Brunswick",Post Doc/Researcher,Inquiry in Democratic Society,Social and Political Philosophy,2009,,,,
Unknown,Princeton University,"Rutgers University, New Brunswick",Tenure Track/Permanent,"Rutgers University, New Brunswick",Tenure Track/Permanent,objectivism about welfare,Ethics,2012,,,,
Female,"Rutgers University, New Brunswick","Rutgers University, New Brunswick",Lecturer,"Rutgers University, New Brunswick",Lecturer,Unknown,Philosophy of Language,1997,Yes,,,
Female,"Rutgers University, New Brunswick","Rutgers University, New Brunswick",Lecturer,"Rutgers University, New Brunswick",Lecturer,Unknown,Ethics,1997,Yes,,,
Female,"University of Illinois, Chicago","Rutgers University, New Brunswick",Post Doc/Researcher,"Rutgers University, New Brunswick",Post Doc/Researcher,Unknown,Unknown,2013,,,,
Unknown,"University of Texas, Austin","Rutgers University, New Brunswick",Tenure Track/Permanent,"Rutgers University, New Brunswick",Tenure Track/Permanent,Unknown,Unknown,2002,,,,
Male,"University of Wisconsin, Madison",Stanford University,Lecturer,"Rutgers University, New Brunswick",Tenure Track/Permanent,Studies in Bayesian Confirmation Theory,Philosophy of Logic,2001,,,,
Unknown,Massachusetts Institute of Technology,Syracuse University,Lecturer,"Rutgers University, New Brunswick",Tenure Track/Permanent,Unknown,Philosophy of Language,2002,,,,
Male,"Rutgers University, New Brunswick",University of Houston,Tenure Track/Permanent,"Rutgers University, New Brunswick",Tenured,Unknown,Metaphysics,1999,Yes,,,
Unknown,Massachusetts Institute of Technology,"University of Michigan, Ann Arbor",Lecturer,"Rutgers University, New Brunswick",Tenured,Unknown,Philosophy of Mind,2004,,,,
Female,"Rutgers University, New Brunswick",University of South Carolina,Tenure Track/Permanent,"Rutgers University, New Brunswick",Tenure Track/Permanent,Unknown,History of Philosophy,2002,Yes,,,
Male,University of Chicago,University of Toronto,Tenure Track/Permanent,"Rutgers University, New Brunswick",Tenured,Spinoza's theory of desire (Garber),Ethics,2001,,,,
Female,"University of Massachusetts, Amherst",Unknown,Unknown,"Rutgers University, New Brunswick",Lecturer,Unknown,Unknown,1988,,,,
Female,"Rutgers University, New Brunswick",Cornell University,Lecturer,"Rutgers University, Newark",Tenure Track/Permanent,Unknown,Metaphysics,1998,Yes,,,
Male,"Rutgers University, New Brunswick","Rutgers University, New Brunswick",Lecturer,"Rutgers University, Newark",Lecturer,Unknown,Philosophy of Mind,2003,Yes,,,
Female,"Rutgers University, New Brunswick",Temple University,Tenure Track/Permanent,"Rutgers University, Newark",Tenure Track/Permanent,Unknown,Ethics,2000,Yes,,,
Male,University of Alberta,Ryerson University,Tenure Track/Permanent,Ryerson University,Tenured,Unknown,Unknown,2001,,,,
Male,University of Toronto,Ryerson University,Tenure Track/Permanent,Ryerson University,Tenure Track/Permanent,Unknown,Unknown,2001,Yes,,,
Male,University of Toronto,University of Toronto,Post Doc/Researcher,Ryerson University,Tenured,Possible Worlds and the Problem of Evil,Metaphysics,2002,Yes,,,
Female,"University of California, Davis",Sacramento City College,Tenure Track/Permanent,Sacramento City College,Tenured,Unknown,Unknown,1998,,,,
Male,"University of California, Davis",Sacramento City College ,Lecturer,Sacramento City College ,Lecturer,Unknown,Unknown,2010,,,,
Unknown,Rice University,Sacramento State University,Tenure Track/Permanent,Sacramento State University,Tenure Track/Permanent,Unknown,Unknown,2009,,,,
Unknown,University of Iowa,Cornell College,Lecturer,Salem State College,Tenure Track/Permanent,Mill's Liberty Principle and the Conditions of  Happiness,History of Philosophy,2005,,,,
